plate,well,f_site,bf_site,f_nuc_path,bf_nuc_path,f_ref_a,f_ref_b,f_ref_c,f_ref_d,bf_ref_a,bf_ref_b,bf_ref_c,bf_ref_d
P015083,N19,s4,s2,specs935-v1-FA-P015083-U2OS-48h-P4-L2_N19_s4_w15940E8CA-F8CD-4AB8-99D6-3EBE740DFC1A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_N19_s2_w1088E3FF0-E6D8-4CA2-A5F4-290C41E14E37.tif,4,2160,7,2160,0,-4,0,-7
P015083,N19,s5,s3,specs935-v1-FA-P015083-U2OS-48h-P4-L2_N19_s5_w1479FD0F8-E8B0-4050-8338-C96FAF8A6DBC.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_N19_s3_w1A459EB37-8758-448E-8778-0C4F288C8E50.tif,4,2160,8,2160,0,-4,0,-8
P015083,N19,s6,s4,specs935-v1-FA-P015083-U2OS-48h-P4-L2_N19_s6_w1B0DCA581-5973-4E46-A2C4-F250D21E806C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_N19_s4_w19CD69F66-61A1-4E5C-BEAB-C8BDF203A989.tif,4,2160,8,2160,0,-4,0,-8
P015083,N19,s8,s5,specs935-v1-FA-P015083-U2OS-48h-P4-L2_N19_s8_w1E85ED9E6-25F2-481A-93F7-A5055135D48C.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_N19_s5_w1C90E03F3-6A02-48B8-A18E-3FB8A54669ED.tif,4,2160,8,2160,0,-4,0,-8
P015083,O10,s2,s1,specs935-v1-FA-P015083-U2OS-48h-P4-L2_O10_s2_w141284F76-BE5F-49A5-A7C3-7AB46B119B46.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_O10_s1_w17B259C64-39B6-4833-BF40-4EB54C407653.tif,5,2160,0,-6,0,-5,6,2160
P015083,O10,s4,s2,specs935-v1-FA-P015083-U2OS-48h-P4-L2_O10_s4_w1CAF97AB5-10B6-4698-B576-992CCE710DD7.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_O10_s2_w1C135AA3D-745D-470F-8363-BFBF02568BA2.tif,5,2160,0,-6,0,-5,6,2160
P015083,O10,s5,s3,specs935-v1-FA-P015083-U2OS-48h-P4-L2_O10_s5_w1A47CF153-983B-4705-B25C-AD2834B03765.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_O10_s3_w19CFE2EC5-40BB-4FE6-92D5-BFD2918361EC.tif,5,2160,0,-6,0,-5,6,2160
P015083,O10,s6,s4,specs935-v1-FA-P015083-U2OS-48h-P4-L2_O10_s6_w1D1B65C79-BE6A-4266-85F2-7865E5666C66.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_O10_s4_w16D0DA6A7-5CDC-4A43-A4A3-2641673F35C1.tif,5,2160,0,-5,0,-5,5,2160
P015083,O10,s8,s5,specs935-v1-FA-P015083-U2OS-48h-P4-L2_O10_s8_w14FC7A8EE-4E76-496E-8DB1-C1E67006BD9A.tif,specs935-v1-FA-P015083-U2OS-48h-P4-L2-TL_O10_s5_w1077AE680-DE85-4CB8-AB7F-990B8D18763E.tif,6,2160,0,-6,0,-6,6,2160
P015084,B05,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B05_s2_w1470D9FA2-AFBD-45A9-B1BF-B1D0F56C90EE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s1_w19FC39D9A-B758-42A9-9E1A-2F151E7997B9.tif,0,-22,0,-22,22,2160,22,2160
P015084,B05,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B05_s4_w18A4A3EE8-A306-4C6D-95C9-EB00197F47B2.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s2_w1826962B4-A57C-4A99-B4D4-CF2A66B22A8F.tif,0,-21,0,-23,21,2160,23,2160
P015084,B05,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B05_s5_w1B4E1B0B6-22EB-4A7B-AE05-3400F8BF6A3B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s3_w16578D8BA-2554-436A-8D05-772A9FD5F3E1.tif,0,-21,0,-22,21,2160,22,2160
P015084,B05,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B05_s6_w13516EA82-B5C9-410D-8104-A890D351D9EF.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s4_w187735658-A375-4AC0-ABDC-A1D97DBF32BE.tif,0,-21,0,-22,21,2160,22,2160
P015084,B05,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B05_s8_w187B90233-1358-43CF-A15C-96BDE7A9E055.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B05_s5_w1A10D8E46-A2B5-41EF-95E8-0B87B65B140E.tif,0,-21,0,-22,21,2160,22,2160
P015084,B06,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B06_s2_w190F16A94-FE0F-4E16-9A41-8C6F1FDCB3D2.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B06_s1_w1C79548F4-74A0-408F-B315-37CBBE6E8526.tif,0,-23,0,-22,23,2160,22,2160
P015084,B06,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B06_s4_w183419948-72C9-4211-841F-6DF2FF23B0CE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B06_s2_w184363DBD-715D-4688-B671-5EFF9ED05933.tif,0,2160,0,2160,0,2160,0,2160
P015084,B06,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B06_s5_w10A59C368-21A5-4713-9B5F-B4A80C71F12D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B06_s3_w1A846A819-862B-45C9-821F-6BD47F000383.tif,0,-23,0,-22,23,2160,22,2160
P015084,B06,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B06_s6_w1425DC60C-54DC-4DA4-AAE1-F17CAE86590B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B06_s4_w17FCB522D-4C5E-466B-B561-668BB9C22CF0.tif,0,2160,0,2160,0,2160,0,2160
P015084,B06,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B06_s8_w192D41FDD-A306-450B-B87C-D8977CDAAC9F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B06_s5_w15DBDF5A9-0B77-4279-A416-3DE9A101F0D6.tif,0,-23,0,-22,23,2160,22,2160
P015084,B14,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B14_s2_w1602C59D4-461A-4AFA-A1C4-F8859A580E0F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B14_s1_w14DA33EFF-848E-44D5-8E95-9DA9F82C407D.tif,0,-23,0,-8,23,2160,8,2160
P015084,B14,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B14_s4_w1E4332EE2-4E39-4ADD-BC9E-083CE0911279.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B14_s2_w1C0616932-3E04-424D-B8EA-D5BF7E97ACE6.tif,0,-23,0,-8,23,2160,8,2160
P015084,B14,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B14_s5_w1C08E2DAA-F02D-4A27-AFB8-15182023CFA8.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B14_s3_w1F35BC633-48F0-4F03-BF0A-BF3E40A9E90E.tif,0,-23,0,-8,23,2160,8,2160
P015084,B14,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B14_s6_w1C78781DB-F397-4C8D-8384-A765A545694C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B14_s4_w173A40B68-D7B4-4893-B099-B475F971D015.tif,0,-23,0,-7,23,2160,7,2160
P015084,B14,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B14_s8_w1247D5109-CFD7-4903-8392-8D732550BFE3.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B14_s5_w1DAD578D5-C794-4469-BD07-62DA0D7D1ED9.tif,0,-23,0,-8,23,2160,8,2160
P015084,B15,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B15_s2_w1A77BAEF5-F993-43F4-9F57-A812EE5A7AA1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s1_w13FAD919B-74A1-4158-A85E-15BA5B9F11EE.tif,0,-23,0,-6,23,2160,6,2160
P015084,B15,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B15_s4_w141774868-E3A0-46FF-812F-E20B1EC4AFC3.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s2_w19CB6A8D2-D487-4071-89CB-A5305D620195.tif,0,-23,0,-6,23,2160,6,2160
P015084,B15,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B15_s5_w1DF5DBCAD-26EE-4CFD-8D6E-DB9484CA003D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s3_w17BF767BA-67C5-4980-9420-790BFDCD8ED0.tif,0,-23,0,-6,23,2160,6,2160
P015084,B15,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B15_s6_w14C3CA27D-40B6-41EE-B6E1-9BBA02B8D723.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s4_w15975EF19-32D3-494B-BDA6-D1CD73D7E50B.tif,0,-23,0,-6,23,2160,6,2160
P015084,B15,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B15_s8_w1569CB47F-45B1-40CC-8C1F-CDDF04CF057C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B15_s5_w166F1210C-2A7C-48C2-B261-F0B5CAEA1D71.tif,0,-23,0,-6,23,2160,6,2160
P015084,B23,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B23_s2_w15C52B372-A19A-47F7-A10F-6F487E38BD37.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s1_w113B731FF-CE40-4053-A169-6C19D129E0C9.tif,0,-21,7,2160,21,2160,0,-7
P015084,B23,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B23_s4_w1EB9A17E5-A825-484E-A494-E2A91799E4BD.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s2_w1994B66C1-EB1C-460A-9819-824376B6285D.tif,0,-21,6,2160,21,2160,0,-6
P015084,B23,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B23_s5_w1F2191D08-2B5D-4915-A89E-E22B5C75C644.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s3_w1D9CBB2D1-D0FE-4024-9ACA-086005E9391B.tif,0,-21,7,2160,21,2160,0,-7
P015084,B23,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B23_s6_w1290A51F3-FB56-447D-832C-6109A74E7409.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s4_w10E770664-A25C-45D2-B487-6F94F0ED3611.tif,0,-21,7,2160,21,2160,0,-7
P015084,B23,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_B23_s8_w1311236C5-5D1A-4CFA-B933-69E62C02324C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_B23_s5_w1A3B617B0-B410-4DBE-B236-0453151B652A.tif,0,-21,7,2160,21,2160,0,-7
P015084,C02,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C02_s2_w11E872711-F604-4E18-A2D8-00EE81348D01.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C02_s1_w12CA47853-1E91-4F0B-BA51-F912E34F9A58.tif,0,-16,0,-21,16,2160,21,2160
P015084,C02,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C02_s4_w166F8449B-F7DC-4054-ABE9-45065931CC02.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C02_s2_w10748E073-6A69-45BE-A3A9-541E76CAFBC9.tif,0,-16,0,-22,16,2160,22,2160
P015084,C02,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C02_s5_w163BCC7ED-A6D8-426E-86CF-1C4D62E92F0D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C02_s3_w1653AE941-4AE7-4B32-83BD-6F4D20E12CD1.tif,0,-16,0,-21,16,2160,21,2160
P015084,C02,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C02_s6_w1D1514FDC-858C-40EA-8B84-D2E97C25DCD6.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C02_s4_w1851D037F-2B33-44C4-96EA-81308C91F698.tif,0,-16,0,-21,16,2160,21,2160
P015084,C02,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C02_s8_w1A6EF6AC0-A284-4A2F-8DFF-B536340E6C7E.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C02_s5_w145C1D5EC-E46B-4777-983F-2EC513C31AD7.tif,0,-15,0,-22,15,2160,22,2160
P015084,C07,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C07_s2_w1E867E58B-10E0-4DAD-8332-23593930CFE7.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C07_s1_w19C50C86A-AB91-4D1F-BDF8-6218C53D230D.tif,0,-22,0,-20,22,2160,20,2160
P015084,C07,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C07_s4_w16D52AD56-9CF8-426B-8A9E-2585FD3B5BA9.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C07_s2_w1474B8289-D8B2-4C28-938D-EEA051CB1731.tif,0,-21,0,-21,21,2160,21,2160
P015084,C07,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C07_s5_w17FF59D28-B824-424D-9F55-F759F385B703.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C07_s3_w142D9F14E-40E7-4575-BAD4-A382D73CDD24.tif,0,-21,0,-20,21,2160,20,2160
P015084,C07,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C07_s6_w1F4D07ABE-FFDA-44DE-AB8F-ACAF4BA2492F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C07_s4_w177965CAD-C0A7-41BD-AAE9-FBE46D969912.tif,0,-21,0,-20,21,2160,20,2160
P015084,C07,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C07_s8_w182B37F9D-DEB5-40B9-993F-9CB4FA4C6F6F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C07_s5_w1740556EC-9463-408B-8A3B-80E8316B3BD1.tif,0,-21,0,-20,21,2160,20,2160
P015084,C08,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C08_s2_w1918DAA60-AFA0-4B62-BD83-68A033740C56.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C08_s1_w120E20B63-680C-43F2-8F37-C37C2B39C68B.tif,0,-22,0,-19,22,2160,19,2160
P015084,C08,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C08_s4_w188D6ED72-BE49-477F-8F82-C19A6FD282C6.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C08_s2_w10264A00F-24DD-4DDD-9E2E-3AD2957A2E4B.tif,0,-22,0,-19,22,2160,19,2160
P015084,C08,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C08_s5_w190A96F9D-4675-4364-BD0F-DA5562DA821F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C08_s3_w1EF7C0DC8-650A-4349-991B-FE6C5873EFCB.tif,0,-22,0,-19,22,2160,19,2160
P015084,C08,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C08_s6_w152E5DE3A-B54F-49D2-97FF-6100794D4A2E.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C08_s4_w1C16B235F-FA98-4782-B759-F30203762DAD.tif,0,-22,0,-18,22,2160,18,2160
P015084,C08,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C08_s8_w1672659A3-202D-44D2-8C89-E92DB84D8053.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C08_s5_w1E24B546C-3253-4B4A-B185-475AB1D79740.tif,0,-22,0,-19,22,2160,19,2160
P015084,C10,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C10_s2_w17BEF474B-FCBA-4DA3-80ED-F62E71D732D7.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C10_s1_w18C3CA1AA-A830-4080-8564-582E4C69416F.tif,0,-22,0,-15,22,2160,15,2160
P015084,C10,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C10_s4_w1158917AF-573E-4DEF-BB6B-B676936A22E5.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C10_s2_w1F70AAAB6-0DC8-4EDB-AA68-4843BD7B0A44.tif,0,-22,0,-15,22,2160,15,2160
P015084,C10,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C10_s5_w13645E9AA-C1CA-403B-8387-0B0B11C7712D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C10_s3_w1C217D4B8-7960-48CB-AF02-C56AC7ED927A.tif,0,-22,0,-15,22,2160,15,2160
P015084,C10,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C10_s6_w19D02F29D-A96D-487D-B955-3D7B22C03F8F.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C10_s4_w1922104AF-227E-4BEF-9B6C-E7D80FF22116.tif,0,-21,0,-14,21,2160,14,2160
P015084,C10,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C10_s8_w172EFFC16-F460-46DC-9A22-F60E75909E16.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C10_s5_w14072B421-D833-415A-A387-AAD10B16EACB.tif,0,-22,0,-15,22,2160,15,2160
P015084,C13,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C13_s2_w1864A4D4D-E8D1-4B00-8E12-9C717F33AAA3.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C13_s1_w1C457D9AC-3C02-4833-A2E0-C103E1DBD11E.tif,0,-21,0,-9,21,2160,9,2160
P015084,C13,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C13_s4_w14DA2AAAC-2D77-428B-8CD6-3DE352FCD6DD.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C13_s2_w1B36E5FF7-8026-4D12-B38E-D40BD8A5F70A.tif,0,-21,0,-10,21,2160,10,2160
P015084,C13,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C13_s5_w1C0FD775E-926C-4CB1-87C1-2247F782A023.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C13_s3_w14F52C0F8-8065-4D81-BEDE-FDE8E1BDB78D.tif,0,-21,0,-10,21,2160,10,2160
P015084,C13,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C13_s6_w1895EBD8E-4A9A-449B-B186-FC794F05052C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C13_s4_w144A12F4D-FE36-489A-9942-F0F83A509531.tif,0,-21,0,-9,21,2160,9,2160
P015084,C13,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C13_s8_w154784BAC-1D9D-4F43-ADA0-86A135699387.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C13_s5_w1D19ABF6E-B18B-4B43-91E2-766AB22AEE07.tif,0,-21,0,-10,21,2160,10,2160
P015084,C16,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C16_s2_w155E10A4B-2299-4ECD-94FF-D928164CD175.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C16_s1_w1C37C9758-E0CC-445C-9208-4EF4456670E5.tif,0,-21,0,-4,21,2160,4,2160
P015084,C16,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C16_s4_w19CDA2BCA-8A6C-470A-9535-7A013FB25CB1.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C16_s2_w1C39EA546-A8FB-4369-9003-7670A6CD61CA.tif,0,-21,0,-4,21,2160,4,2160
P015084,C16,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C16_s5_w125E516C8-ABA6-4BB1-9B60-F040E9E9A334.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C16_s3_w182534BDE-CF44-45DD-AC73-9BDB8FB96684.tif,0,-21,0,-4,21,2160,4,2160
P015084,C16,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C16_s6_w15F72E18C-0EC0-4617-96BE-C68581FB1C35.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C16_s4_w106CA743A-3404-44B3-8E1F-B9F2769B5FC6.tif,0,-21,0,-4,21,2160,4,2160
P015084,C16,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C16_s8_w14D66889D-34EB-49F2-B41B-D1F84C2D3FEC.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C16_s5_w1D5E322D5-E0F9-4A2C-94F3-4ADA990F3D1F.tif,0,-20,0,-4,20,2160,4,2160
P015084,C19,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C19_s2_w1BD624B20-0786-482B-AF4F-3C0F6BF40066.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s1_w1FF7F5CED-A997-4F2D-876C-F9B3655FE930.tif,0,2160,0,2160,0,2160,0,2160
P015084,C19,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C19_s4_w14605985A-398B-4A75-B0A6-AA22D875075B.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s2_w1CC56A40B-EB6B-49C0-A1A2-6DD34186AC87.tif,0,-20,0,2160,20,2160,0,2160
P015084,C19,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C19_s5_w12733B7F7-6B38-46AF-91DC-CA3A989A73F9.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s3_w1BC14FC09-C753-457A-92AB-76EDB25CBFA8.tif,0,-20,1,2160,20,2160,0,-1
P015084,C19,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C19_s6_w12A165781-7B05-4C8E-B5BA-1E18D3327948.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s4_w1679DF454-A77D-4731-BEA2-4EF59ABB72A4.tif,0,-20,1,2160,20,2160,0,-1
P015084,C19,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C19_s8_w1C5326767-187C-4BD3-90B2-51437BAFAD74.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C19_s5_w1C747E531-7545-4253-9885-D1B9E4EFA1E6.tif,0,2160,0,2160,0,2160,0,2160
P015084,C21,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C21_s2_w125FEE298-C957-4824-BEA5-726D6E9A2287.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C21_s1_w1BA734217-305D-4BDA-822C-DC1DC806A147.tif,0,-20,4,2160,20,2160,0,-4
P015084,C21,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C21_s4_w153BA0E5B-EE59-477E-A8FF-3E4838D4C966.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C21_s2_w13429D5DA-80F4-470C-8F56-E3290B5C1B7D.tif,0,-20,4,2160,20,2160,0,-4
P015084,C21,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C21_s5_w1BCB799BD-BDDF-4A80-AE07-120370D12056.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C21_s3_w1CDAE54B7-8535-4294-86E9-B1074CA18D37.tif,0,-20,4,2160,20,2160,0,-4
P015084,C21,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C21_s6_w1FC9015D8-52C5-4902-AB0C-7F53442DCD5D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C21_s4_w1B246D8C4-88C4-4FE0-9963-2712CD3EC284.tif,0,-20,4,2160,20,2160,0,-4
P015084,C21,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_C21_s8_w1E8C7306F-0E06-4A34-95A1-63AB170A8D6C.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_C21_s5_w171CEFD9B-D20F-4B61-AFF2-BFDFCD4B33FE.tif,0,-20,4,2160,20,2160,0,-4
P015084,D02,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D02_s2_w1039717B1-A3D4-4B12-B777-5CB520736986.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D02_s1_w13D261A1B-21EF-4922-B717-FF330F9AF249.tif,0,-15,0,-21,15,2160,21,2160
P015084,D02,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D02_s4_w19F2EF00E-0945-4D8F-A78C-662232BD908D.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D02_s2_w1817C3834-0540-48F5-9992-075A6F5E0659.tif,0,-14,0,-21,14,2160,21,2160
P015084,D02,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D02_s5_w1F91D4E5A-F71F-4C0D-A612-7CC86F326966.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D02_s3_w19BF851B4-491E-44FE-97F0-697CE5445ACB.tif,0,2160,0,2160,0,2160,0,2160
P015084,D02,s6,s4,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D02_s6_w1C4A59905-5DD7-4483-A9C6-3DDBF9FE6DAE.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D02_s4_w131D418EC-F21B-415E-B852-63C8DAF4AF06.tif,0,2160,0,-20,0,2160,20,2160
P015084,D02,s8,s5,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D02_s8_w1928B8A7A-E694-4CEF-9951-C3B8434E5D39.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D02_s5_w1E5F1D20A-ACAF-4D3F-8D95-2C82C904E4A2.tif,0,-15,0,-21,15,2160,21,2160
P015084,D03,s2,s1,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D03_s2_w1A1CD4B07-F5E3-4AE0-8E06-984943E2C436.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D03_s1_w157E1CF09-073D-4BBD-A25A-8064BF5B4877.tif,0,-15,0,-22,15,2160,22,2160
P015084,D03,s4,s2,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D03_s4_w139D92ED0-1115-4560-A997-5EE4AD91E4D8.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D03_s2_w12A3A0BF8-E898-4B34-80C9-67610182DDE0.tif,0,-15,0,-22,15,2160,22,2160
P015084,D03,s5,s3,specs935-v1-FA-P015084-U2OS-48h-P5-L1_D03_s5_w1A0783549-7D1A-407E-B3B1-2CD05337E139.tif,specs935-v1-FA-P015084-U2OS-48h-P5-L1-TL_D03_s3_w13580F4F1-91A0-4ACE-BEBF-16A32124008E.tif,0,-15,0,-21,15,2160,21,2160
